Name,Frequency,Confidence,Sanskrit_Meaning,Name_Type,Source_Context,Part_Found,Page_Found,Quality_Score,Starting_Pattern
Siila,10,0.8,Name/epithet requiring verification,divine_epithet,"down to by all the Devas! 27. 0 subduer of big Mahi~a, 0 goddess armed with GhaTJ,,ii (hell) and Sii...",Part 19,Page 303,8.0,S
Sindhudvipa,10,0.8,Name/epithet requiring verification,divine_epithet,"The jackal and the monkey said: 33-36. 0 holy lord conversant with all pious rites, 0 great sage Sin...",Part 8,Page 228,8.0,S
Sini,10,0.8,Name/epithet requiring verification,divine_epithet,e worlds with his refulgence. He was endowed with excessive brilliance. 129. Nine goddesses vii Sini...,Part 19,Page 158,8.0,S
Srlddha,13,0.6,Name/epithet requiring verification,proper_noun,"and Note& 1189, I 190). 3. V""L 39-136 describe the imponance and efficacy of perf ormin1 Mahilaya Sr...",Part 8,Page 240,7.8,S
Sima,13,0.6,Name/epithet requiring verification,proper_noun,"lligent boy easily learned ~gveda in his eighth year, all the Yajur Mantras in the ninth year, and S...",Part 9,Page 386,7.8,S
Svimitirtha,13,0.6,Name/epithet requiring verification,proper_noun,fter bowing down to Veilkatesa. A Tirtha well-known as Viyadgailga shines on the northern side of Sv...,Part 4,Page 233,7.8,S
SIXTYONE,11,0.7,Name/epithet requiring verification,divine_epithet,"at that place, shall never be affected by miseries and poverty in Sarhsira. CHAPTER THREE HUNDRED SI...",Part 20,Page 402,7.699999999999999,S
SIXTYFIVE,11,0.7,Name/epithet requiring verification,divine_epithet,ved of terrible sins and attains the auspicious order (protection) of Siva. CHAPTER THREE HUNDRED SI...,Part 20,Page 403,7.699999999999999,S
Sila,9,0.8,Name/epithet requiring verification,divine_epithet,"ground like a log of wood, 0 Brahmar.ias. With palms joined in reverence he eulogized the Lord of Si...",Part 8,Page 316,7.2,S
Siitras,9,0.8,Name/epithet requiring verification,divine_epithet,"Theni O Brihm~as, he held the Soma above the head in the manner it has been enjoined in the Grhya Si...",Part 17,Page 349,7.2,S
Suvarr,9,0.8,Name/epithet requiring verification,sacred_place,radviija said: I. Like Kilindi that joins Ganga the auspicious and sacred river named Kalya joins Su...,Part 4,Page 207,7.2,S
Svapnesvara,9,0.8,Name/epithet requiring verification,divine_epithet,"(Fare-god) and others attained the greatest good. 64. Thus, 0 goddess, the sin-destroying power of S...",Part 13,Page 310,7.2,S
Sukresa,9,0.8,Name/epithet requiring verification,proper_noun,.llt for crossing the on·an of Sarilsar.t). 230. Alarkesa stationed in the eastern dire<-tion of Suk...,Part 11,Page 440,7.2,S
Sutras,9,0.8,Name/epithet requiring verification,divine_epithet,:hing the abode of the god of Death. Verily it has been stated thus by the compiler of the Grhya (Su...,Part 2,Page 114,7.2,S
Supar,9,0.8,Name/epithet requiring verification,divine_relation,ot came to be known by the name 'Supar9eli.' 5. A man should worship her after taking a bath in Supa...,Part 20,Page 393,7.2,S
Suresvara,9,0.8,Name/epithet requiring verification,divine_epithet,"stay on the earth beyond the five nights. 6. Formerly in the Brhatkalpa there was Jayatsena, a Sures...",Part 18,Page 110,7.2,S
Svayarilbhuva,9,0.8,Name/epithet requiring verification,divine_epithet,"Yogins and that is immanent in everyone's heart, has a Linga established for it and it is called Sva...",Part 9,Page 37,7.2,S
Sivan,9,0.8,Name/epithet requiring verification,proper_noun,"llana, 225 R,iloka, 318 Rudra, 313, 3 I 8 363 Rudra m his half-man-half-woman form, 331 Rudra-Sivan;...",Part 7,Page 374,7.2,S
Sravai,9,0.8,Name/epithet requiring verification,proper_noun,which one is born and days of celebration of the birth of Hari (the eighth day in the dark half of S...,Part 7,Page 313,7.2,S
Sriparvata,9,0.8,Name/epithet requiring verification,divine_epithet,"Coutal route -+ Mahlnadi -+ Japnnltha Purl -+ Sfrilhlcala -+ crossed Godlvari➔M•IIV-hl? _,. KrMI-+ S...",Part 4,Page 179,7.2,S
Suvela,9,0.8,Name/epithet requiring verification,divine_epithet,"y Rivana • Early 10 the full-moon night, after the sun had set, 0 Brihmana~. Rima climbed on the Suv...",Part 8,Page 300,7.2,S
Sumedhas,9,0.8,Name/epithet requiring verification,divine_epithet,"e of Yojanas. It is splen• did and full of nectar always. 0 great goddess, he summoned the porter Su...",Part 19,Page 150,7.2,S
Svahi,9,0.8,Name/epithet requiring verification,divine_epithet,he daughter of Varw:ia and I am the leader of Serpents. You are Rohii;u and I am the Moon. You are S...,Part 3,Page 176,7.2,S
Sweets,12,0.6,Name/epithet requiring verification,proper_noun,"in Vai.fvadftla: Nqpiva, Kodrava, Mqa, Kaliya and Cal)aka (various kinds of grains and lentils). Swe...",Part 10,Page 397,7.199999999999999,S
Sinti,11,0.6,Name/epithet requiring verification,proper_noun,"Sariljfii, 91 Santi, 1 os, 131, 135 Sinti and Sumangali, 186 Santi installed as Kulamitrki, 108 Sint...",Part 9,Page 417,6.6,S
Subihu,8,0.8,Name/epithet requiring verification,divine_epithet,"ord who guarded the sacrifice of Visvamitra. Bow to you who conquered Marica, to the lord who slew S...",Part 8,Page 303,6.4,S
Silva,8,0.8,Name/epithet requiring verification,proper_noun,I.ii.8.28-38 77 28. If a single (i.e. three in a cluster) unbroken .Silva leaf is placed on the head...,Part 2,Page 83,6.4,S
Stotra,8,0.8,Name/epithet requiring verification,divine_epithet,"ect from all dangers like her own son, a devotee who devoutly eulogizes CaJ}(Jiki by means of this S...",Part 19,Page 386,6.4,S
Svarloka,8,0.8,Name/epithet requiring verification,divine_epithet,"huva and other Manus, and huinan beings. 48. Then being satisfied, he created for their residence Sv...",Part 7,Page 324,6.4,S
Surendra,8,0.8,Name/epithet requiring verification,divine_epithet,"g, because his speech was choked on account of sadness. On coming to know of it, Dhitar,a spoke to S...",Part 7,Page 133,6.4,S
Sumeru,8,0.8,Name/epithet requiring verification,divine_epithet,"as, Gandharvas and celestial damsels. 14. He is worthy of being honoured by great sages more than Su...",Part 3,Page 113,6.4,S
Siddhesa,8,0.8,Name/epithet requiring verification,divine_epithet,"l stay here in spite of the fact that the very powerful Navadurgas (nine Durgas i.e. goddes- ses), S...",Part 2,Page 15,6.4,S
Sula,8,0.8,Name/epithet requiring verification,divine_epithet,"upo~, 0 Brahmar,a, when I was stationed in the nether worlds, I, Sarhbhu came to the foot of the Sul...",Part 15,Page 244,6.4,S
Sudha,8,0.8,Name/epithet requiring verification,divine_epithet,"Paulomi, Surasa, Si:mhika, Surabhi, Muni, Siddhi, Maya, K$ama, the goddess, Durga, Svaha, Svadha, Su...",Part 2,Page 228,6.4,S
Sikini,8,0.8,Name/epithet requiring verification,divine_epithet,"injunctions and worships the Lord of Devas, none of these ma~ lignant spirits affects adversely: Sik...",Part 9,Page 139,6.4,S
SOkta,8,0.8,Name/epithet requiring verification,divine_epithet,g etc. 13. The Lord should be worshipped with fragrant flowers and raw rice-grains. Repeating ~rf SO...,Part 5,Page 260,6.4,S
Syimika,8,0.8,Name/epithet requiring verification,proper_noun,"the king, he drank the waters of Pu~kari:o.i and went back to his sacred cottage in the forest of Sy...",Part 4,Page 65,6.4,S
Smasana,8,0.8,Name/epithet requiring verification,divine_epithet,"gold, cows and garments also should be given. CHAPTER TWO HUNDRED ONE Greatness of Kalabhairava Smas...",Part 20,Page 139,6.4,S
Sllanda,8,0.8,Name/epithet requiring verification,divine_epithet,"712 Sllanda Punif'tl All these accrue to one for seven births by viewing Talasvami. 0 goddess, the f...",Part 20,Page 351,6.4,S
Sooadri,8,0.8,Name/epithet requiring verification,divine_epithet,e sake of service unto Sol)8nitha. 13. Since he was solely devoted to the worship of the Lord of Soo...,Part 3,Page 186,6.4,S
Sodra,8,0.8,Name/epithet requiring verification,divine_epithet,"cal splendour; a K,atriya shall be victorious; a Vai,ya shall acquire lordship over wealth; and a So...",Part 6,Page 283,6.4,S
Stambhatirtha,8,0.8,Name/epithet requiring verification,divine_epithet,"became delighted in his mind. 66. With great concentration, Brahma offered Arghya (worship) to Stamb...",Part 2,Page 518,6.4,S
Sirnga,8,0.8,Name/epithet requiring verification,divine_epithet,eyes. 12. Obeisance to the Lord with lotus-like feet; to the lotus- navelled one; obeisance to the S...,Part 7,Page 176,6.4,S
Simao,8,0.8,Name/epithet requiring verification,divine_epithet,". Obeisance to Yajfia; to the Lord who partakes of Havis; to the Lord of the form of ~k, Yajus and S...",Part 7,Page 187,6.4,S
Sirs,8,0.8,Name/epithet requiring verification,divine_epithet,e liked by her. My daughter has been (already) given to that noble-souled Three- eyed Lord. 0 holy S...,Part 7,Page 48,6.4,S
Sill,8,0.8,Name/epithet requiring verification,divine_epithet,as. Please re- count it to me accurately and in detail .. THE OREA TNESS OF THE LORD RESIDING ON Sil...,Part 4,Page 208,6.4,S
Sirasa,8,0.8,Name/epithet requiring verification,sacred_place,"other aquatic beings such as swans, Kara1:ujavas, Bakas (cranes), Cakra (ruddy geese), TiUibha or Si...",Part 10,Page 262,6.4,S
SkandaPura,8,0.8,"Related to: Name of the god of war, son of Śiva and Pārvatī",divine_epithet,"34 SkandaPura,,a On being propitiated thus, the immutable Lord of Sarasvati became overwhelmed with ...",Part 8,Page 45,6.4,S
SIXTYNINE,9,0.7,Name/epithet requiring verification,divine_epithet,"tains ten million times the benefit "" of the performance of Sriddha at Gaya. CHAPTER TWO HUNDRED SIX...",Part 20,Page 259,6.3,S
Sibi,10,0.6,Name/epithet requiring verification,proper_noun,"xual intercourse with a CinC,iila woman, 60 sharbat, 24 shelter, 6, 8 shelter to wayfarers, 24 Sibi,...",Part 7,Page 365,6.0,S
Svayamvara,7,0.8,Name/epithet requiring verification,divine_epithet,ughter of tlie PiJ.lqya (ting). Afterwards the king married a hundred girls of different Jands in Sv...,Part 4,Page 62,5.6000000000000005,S
Svarr,7,0.8,Name/epithet requiring verification,divine_epithet,May Kanakeivari protect me! She was earlier taken away by Bhasmaka along with the goddess of the Sva...,Part 15,Page 204,5.6000000000000005,S
Srikai,7,0.8,Name/epithet requiring verification,divine_epithet,"Puru~as (i.e. Brahma and Vi~QU) know adequately, I shall then make this request, 0 Lord; 6-7. 0 Srik...",Part 11,Page 294,5.6000000000000005,S
Srimati,7,0.8,Name/epithet requiring verification,divine_relation,"edyas. In that excellent spot Moteraka, they eulogized with splendid words. 122. When worshipped, Sr...",Part 9,Page 128,5.6000000000000005,S
Srivai,7,0.8,Name/epithet requiring verification,divine_epithet,That holy Ku1:u:Jalakupa Tirtha that destroys all sins is situated there. 50-51. In the month of Sri...,Part 20,Page 63,5.6000000000000005,S
Svayambhuva,7,0.8,Name/epithet requiring verification,divine_epithet,"116 Slcanda Purar,,,a Svayambhuva of Pitrkalpa and ending with Cak,u,a of Varaha Kalpa) in the Kalpa...",Part 19,Page 127,5.6000000000000005,S
Somanandin,7,0.8,Name/epithet requiring verification,divine_epithet,"ifested fervour. 21. Saying ""So be it"", the goddess engaged the numerous Gar:ias beginning with Soma...",Part 11,Page 177,5.6000000000000005,S
Sutanandana,7,0.8,Name/epithet requiring verification,divine_epithet,in the world. CHAPTER ONE HUNDRED FORTYNINE Manifestation of Kelisvari1 The sages said: 1-5. 0 Sutan...,Part 17,Page 218,5.6000000000000005,S
Suddhi,7,0.8,Name/epithet requiring verification,divine_epithet,"himidevi-2 on the Himalaya mountain, Pu,µ in Vastresvara (but in verse 84 Devadaruvana is named), Su...",Part 15,Page 246,5.6000000000000005,S
Svapneivara,7,0.8,Name/epithet requiring verification,divine_epithet,ven the rarest of wishes with which he proceeds to the shrine. Those who regularly visit the deity S...,Part 13,Page 310,5.6000000000000005,S
Siddheya,7,0.8,Name/epithet requiring verification,divine_epithet,"desired. 39. Knowing this procedure in the liturgy regarding K$etra- pas, Vijaya duly worshipped Sid...",Part 2,Page 540,5.6000000000000005,S
Sivayogins,7,0.8,Name/epithet requiring verification,divine_relation,"Siva, 1-ing• of 6fn Siva, service rendered unknowingly to 63 Siva, worship of 96 Sivlgama 113 Sivayo...",Part 3,Page 200,5.6000000000000005,S
Sniina,7,0.8,Name/epithet requiring verification,divine_epithet,hink mentally ( of visiting etc. ) are benefitted. Still more so in the case of those who perform Sn...,Part 19,Page 50,5.6000000000000005,S
Sitala,7,0.8,Name/epithet requiring verification,divine_epithet,"dly, salvation is within his reach. 21 b-22. To the north of this, 0 sinless one, is the Goddess Sit...",Part 7,Page 215,5.6000000000000005,S
Svami,7,0.8,Name/epithet requiring verification,divine_epithet,with Sindura and garlands of flowers for the purpose of the destruction of all obstacles. Bakula Sva...,Part 9,Page 207,5.6000000000000005,S
Siitra,7,0.8,Name/epithet requiring verification,divine_epithet,"uali- fication in regard to the rites pertaining to gods, but in regard • Vide >.pastanaba Dharma-Si...",Part 20,Page 155,5.6000000000000005,S
Simaveda,7,0.8,Name/epithet requiring verification,divine_epithet,"of the deity the devotee should recite one ~k verse, one Mantra from Yajurveda and one Siman from Si...",Part 15,Page 163,5.6000000000000005,S
Sintanu,7,0.8,Name/epithet requiring verification,divine_epithet,"us. Those Vasus have regained their worlds, with your favour, 0 lady of excellent vows. 0 goddess, S...",Part 13,Page 269,5.6000000000000005,S
Sivasannan,7,0.8,Name/epithet requiring verification,divine_epithet,"9), the arrival of Vi~i~u (chapter 20) and the arrival at the world of Dhruva ( chapter 21). 12. Siv...",Part 11,Page 460,5.6000000000000005,S
Sitisaras,9,0.6,Name/epithet requiring verification,proper_noun,"y of monetary gifts. He shall go to the world of Parameivara. Thus, 0 eminent sages, the glory of Si...",Part 8,Page 89,5.3999999999999995,S
Suri,9,0.6,Name/epithet requiring verification,proper_noun,"312 tastele.o;s meal, 308 ten organs ( of sense and acuon), 310 three Gui,as, 310 three kmds of Suri...",Part 7,Page 375,5.3999999999999995,S
Subha,9,0.6,Name/epithet requiring verification,divine_relation,"s on being bitten by the serpent Tak,aka."" The son of the sage cursed Parik,it, the descendant or Su...",Part 4,Page 79,5.3999999999999995,S
Sivatirtha,9,0.6,Name/epithet requiring verification,proper_noun,roys all sins. It subdues the distress in Narakas. It bestows heaven and salvation. The glory of Siv...,Part 8,Page 165,5.3999999999999995,S
Syama,9,0.6,Name/epithet requiring verification,proper_noun,"169, 184 Suvasini, 121 Suvela, 159 Svayambhuva, 28 SvedaJas, 64 Svikara, 41 sweet temper. 33 Syama. ...",Part 9,Page 418,5.3999999999999995,S
Svayarhbhuva,6,0.8,Name/epithet requiring verification,divine_epithet,"ved, the Sandhyiim.fa (twilight period i.e. interregnum of two Kalpas) has passed. The first Manu Sv...",Part 19,Page 121,4.800000000000001,S
Suvarl,6,0.8,Name/epithet requiring verification,proper_noun,"long with a palmful of water with devout feelings, one attains the merit of ( offering) a hundred Su...",Part 11,Page 455,4.800000000000001,S
Sirilbiditya,6,0.8,Name/epithet requiring verification,divine_epithet,"all attain the benefit of stay in Kasi. 57. 0 highly intelligent one, the greatness of the deity Sir...",Part 10,Page 515,4.800000000000001,S
Sparsa,6,0.8,Name/epithet requiring verification,divine_epithet,"iginated on the surface of the earth. 0 goddess, formerly in the Treti Yuga it was remembered as Spa...",Part 20,Page 131,4.800000000000001,S
Siddhalak,6,0.8,Name/epithet requiring verification,divine_epithet,om Somesa in the north-eastern direction. Here the presiding deity of the shrine is well-known as Si...,Part 20,Page 39,4.800000000000001,S
SluJnda,6,0.8,Name/epithet requiring verification,divine_epithet,"410 SluJnda Pura~ 11. On seeing the river, 0 great goddess, the Pitrs sta- tioned in heaven sing Sim...",Part 20,Page 49,4.800000000000001,S
Slttvika,6,0.8,Name/epithet requiring verification,divine_epithet,"t horses, elephant'>, gems. garments, ornaments and wealth to Brlhmai:ias, since he was engaged in S...",Part 5,Page 88,4.800000000000001,S
Syamantaka,6,0.8,Name/epithet requiring verification,divine_epithet,"to Gayi or to Gangi, Prayiga or Pu~kara. They need not go to the holy spot of Kedira, Prabhasa or Sy...",Part 7,Page 94,4.800000000000001,S
Sivariitri,6,0.8,Name/epithet requiring verification,proper_noun,Siva. Undoubtedly you have become sanctified today. The worship was incidentally performed on the Si...,Part 1,Page 285,4.800000000000001,S
Soman,6,0.8,Name/epithet requiring verification,divine_epithet,come favourable to them. 21. If a man assailed by the affl1ct1on of evd spirits repeats the Brhat So...,Part 16,Page 172,4.800000000000001,S
Srika,6,0.8,Name/epithet requiring verification,divine_epithet,", Vimaliditya in Mathuri and Sariljiiiditya in Sariljnika. 20. (I eulogize) Mirta94a.stationed in Sr...",Part 20,Page 46,4.800000000000001,S
Srlmadbhlgavata,6,0.8,Name/epithet requiring verification,divine_epithet,lgavata? 18. It is only after fruition of the merits of many births that a .. person can obtain Srlm...,Part 6,Page 292,4.800000000000001,S
Srikara,6,0.8,Name/epithet requiring verification,proper_noun,"to the soul of everyone""-the head. ""Obeisance to the holder of the discus""-the face. ""Obeisance to S...",Part 6,Page 266,4.800000000000001,S
Sikinis,6,0.8,Name/epithet requiring verification,divine_epithet,thus duly shall obtain increase in the number of sons and cattle and become healthy. 77. Neither Sik...,Part 20,Page 106,4.800000000000001,S
Siilesvara,6,0.8,Name/epithet requiring verification,divine_epithet,"V.iii.198.10-21 Yudhi,//aira said: 567 • • How did Goddess Siilesvari and Hara Siilesvara come to be...",Part 15,Page 241,4.800000000000001,S
Siddhivinayaka,6,0.8,Name/epithet requiring verification,proper_noun,ra one hundred and eight times. He performed Homas one-tenth times with the pills and wor- shipped S...,Part 2,Page 537,4.800000000000001,S
Sirhba,6,0.8,Name/epithet requiring verification,divine_epithet,"anda Punitia 16. The Lord of the univene, did not wish to alter the destiny. When the day dawned, Si...",Part 20,Page 219,4.800000000000001,S
Sircar,6,0.8,Name/epithet requiring verification,sacred_place,. The traditional number of villages assigned to some of these countries have epigraphic support (Si...,Part 2,Page 339,4.800000000000001,S
Svarlina,6,0.8,Name/epithet requiring verification,divine_epithet,ing to that Tirtha Sa1ikhya-Yoga be- t omcs clear to man. 31. In the vicinity of Svarlincsvara is Sv...,Part 11,Page 338,4.800000000000001,S
Supre,6,0.8,Name/epithet requiring verification,divine_epithet,"who are free from impurities, egotism and arrogance and who worship Mnla (the Gracious), Tsa (the Su...",Part 1,Page 147,4.800000000000001,S
Surasa,6,0.8,Name/epithet requiring verification,divine_epithet,"7a. The following persons then went behind the Lord: Aditi, Diti, Danu, Kadru, Suparuaja, Paulomi, S...",Part 2,Page 228,4.800000000000001,S
SvalJ,6,0.8,Name/epithet requiring verification,divine_epithet,"Goddess Sivitri, the beloved of Brahma, the personi- fied form of the Mantras BhulJ,, Bhu.valJ, and ...",Part 20,Page 89,4.800000000000001,S
Svari,6,0.8,Name/epithet requiring verification,divine_epithet,"ddess, the deity became well-known as Svari:iajvalesvara Siva. • 54-61. To a devotee who adores Svar...",Part 13,Page 33,4.800000000000001,S
Svaras,6,0.8,Name/epithet requiring verification,divine_epithet,"subtlest Sakti. 0 goddess, it is acclaimed that you are that .~akti. There are sixteen primordial Sv...",Part 19,Page 122,4.800000000000001,S
Sviyarilbhuva,6,0.8,Name/epithet requiring verification,divine_epithet,"vely the wives ofVasittha, God Brahma, Atri, Kausika, (Sati, the first consort of) Siva, Vi,r.iu, Sv...",Part 10,Page 34,4.800000000000001,S
Sruta,6,0.8,Name/epithet requiring verification,divine_epithet,a wonderful story as to how the Lord revealed himself on this mountain. 2. There was a king named Sr...,Part 4,Page 218,4.800000000000001,S
Stambha,6,0.8,Name/epithet requiring verification,divine_epithet,"yu and Varu:r;ia in Naimita, They rejoice well. I 10. Did not Lord Guha install in this very same St...",Part 2,Page 433,4.800000000000001,S
Sthii,6,0.8,Name/epithet requiring verification,proper_noun,netra ('Vi$~U's eye'). 170. Yogins worship the Linga stationed in all living beings. The name is Sth...,Part 2,Page 123,4.800000000000001,S
Sulesvara,6,0.8,Name/epithet requiring verification,divine_epithet,n by Gandharvas and celestial damsels there. CHAPTER ONE HUNDRED NINETYEIGHT • The Greatness of Sule...,Part 15,Page 240,4.800000000000001,S
Svalina,6,0.8,Name/epithet requiring verification,divine_epithet,"Surabhi 125 Suryacandramasesvara• 421 Susila 125 Su~kesvara Linga 433 Su,kodari, Goddess 189 Svalina...",Part 11,Page 480,4.800000000000001,S
Sunomukha,6,0.8,Name/epithet requiring verification,divine_epithet,"meru 149, 150 Sun 904 Sun-god 149, 150 Sunahsepa 50, 443, 763, 1219 Sunas 40, 869 Sunasa 1102 Sunomu...",Part 18,Page 482,4.800000000000001,S
Suvrata,6,0.8,Name/epithet requiring verification,divine_epithet,There is no doubt about it that you are the person named Vatsa who was honourably referred to by Suv...,Part 16,Page 133,4.800000000000001,S
SDta,6,0.8,Name/epithet requiring verification,proper_noun,a of Yamadvitiya should listen to the story thereof. Miidhava says that all his sins will perish. SD...,Part 6,Page 120,4.800000000000001,S
Sitapura,6,0.8,Name/epithet requiring verification,divine_epithet,otra known? How is Kula known? How is the deity known? Explain that correctly. Brahma said: 37. Sita...,Part 9,Page 226,4.800000000000001,S
Sitali,6,0.8,Name/epithet requiring verification,divine_epithet,"358 Siddhasthina, 206 sight of Garu4a, 182 Sili, 207 Sitikui,4a. 173,174,191,207,208 Sitali, 204, 22...",Part 7,Page 369,4.800000000000001,S
Spit,8,0.6,Name/epithet requiring verification,proper_noun,f the body of this wicked man who used to make nail-marks on the limbs of other men's wives. 6!. Spi...,Part 10,Page 81,4.8,S
Scorpio,8,0.6,Name/epithet requiring verification,proper_noun,re a sinner. 37-38. The period beginning with the month of Bhidrapada and ending with the Zodiac Sco...,Part 8,Page 240,4.8,S
Srngin,8,0.6,Name/epithet requiring verification,proper_noun,"d serpent on his shoulders. 0 friend, do not be proud. Do not be haughty in vain."" The infuriated Sr...",Part 8,Page 278,4.8,S
Suyodhana,8,0.6,Name/epithet requiring verification,divine_relation,"pondering for a short while, the son of Droa,a spoke to them thus: Asvatthama said: S8-60. King Suyo...",Part 8,Page 210,4.8,S
Sitapur,7,0.6,Name/epithet requiring verification,proper_noun,vati (It should be ~Gandhavali') corre- sponding to modem Gandhuli in the Sindhauli sub-division of ...,Part 9,Page 195,4.2,S
Siinti,7,0.6,Name/epithet requiring verification,divine_relation,"i. another Ahirbudhnya is the ruamc of u Rudra. the son of Bhiilu and Surilpi (Mbh. UJw,,:u 114-4: S...",Part 8,Page 155,4.2,S
Sbnda,7,0.6,Name/epithet requiring verification,proper_noun,"254 Sbnda~ 2-7. On the tenth day in the month of Mlrgulrp, with due self- control, the devotee shoul...",Part 6,Page 265,4.2,S
Silmali,7,0.6,Name/epithet requiring verification,proper_noun,"who harasses all creatures with different kind~ of torturing devices, is thrown into the dreadful Si...",Part 8,Page 199,4.2,S
Sina,7,0.6,Name/epithet requiring verification,proper_noun,30. They were seated on Darbha grass covered with ante- lope-skins as well as Brsis (special mats) S...,Part 20,Page 142,4.2,S
Supratika,7,0.6,Name/epithet requiring verification,proper_noun,"Sumati, 69, 71, 218 Sumitri, 80,83,86 aunal)jepa. 146 Sun-aod, 145 Supar,ya, 138 Suplnva, 45 Suprati...",Part 8,Page 385,4.2,S
Sugrivatirtha,7,0.6,Name/epithet requiring verification,proper_noun,"aa,as, go to Sugrivatirtha for the attainment of what is desired. Thus, 0 Brihma9as, the glory of Su...",Part 8,Page 287,4.2,S
Sciences,7,0.6,Name/epithet requiring verification,proper_noun,"ras, Valakhilyas, Maricipas (a mythical race of sages), Manas (Mind), Antarik1a (Ether), Vidyils (Sc...",Part 9,Page 12,4.2,S
Sleanda,7,0.6,Name/epithet requiring verification,proper_noun,456 Sleanda Puraf}IJ 7S. Thus the importance and the efficacy of the Vrata in full has been narrated...,Part 20,Page 95,4.2,S
Sllid,7,0.6,Name/epithet requiring verification,proper_noun,mentioned by Narada. Thereby he got merged into the Supreme Brah- man devoid of attributes. Suta Sll...,Part 7,Page 148,4.2,S
SoJJ,5,0.8,Name/epithet requiring verification,divine_epithet,n.1 83. They are stationed on the edges of the borders. The four Devas bow to Siva in the form of So...,Part 3,Page 42,4.0,S
Somajuice,5,0.8,Name/epithet requiring verification,sacred_place,"ter lf (S) are very rarely achieved vi:,: Sarasvati (the river), Samudra (the ocean), Soma (Moon, So...",Part 19,Page 162,4.0,S
Sudadana,5,0.8,Name/epithet requiring verification,divine_epithet,e famous by the name Guptahari. 45. (The Lord) at the place where at the outset the Discus named Sud...,Part 7,Page 188,4.0,S
Submits,5,0.8,Name/epithet requiring verification,divine_epithet,f the person undertaking the journey. CHAPTER TWENTYSIX lndradyumna Worships the Lord: King Gala Sub...,Part 5,Page 154,4.0,S
Sloka,5,0.8,Name/epithet requiring verification,divine_epithet,t with all the scriptures as though he is Lord Mahesvara himself. 48. One who listens to even one Sl...,Part 20,Page 181,4.0,S
SIXTYfHREE,5,0.8,Name/epithet requiring verification,divine_epithet,"ns, shall be rid of all terrible sins. He is honoured in the region of Nagas. CHAPTER ONE HUNDRED SI...",Part 20,Page 74,4.0,S
Sivar,5,0.8,Name/epithet requiring verification,divine_epithet,(frequent) births and deaths. 43-45. Listen to the two Gathiis formerly proclaiin1ed and sung by Siv...,Part 2,Page 20,4.0,S
Sival,5,0.8,Name/epithet requiring verification,divine_epithet,"(Manu) called Brahma-Sivan,i, Rudra-Sivan,i, then (Manu) named Meru-Savarl)i and the last is Dak,a-S...",Part 7,Page 328,4.0,S
Sivadik,5,0.8,Name/epithet requiring verification,divine_epithet,"which he grasped firmly and uttered these words: 29. ""O holy Lord, do me this favour of granting Siv...",Part 18,Page 435,4.0,S
Sriranga,5,0.8,Name/epithet requiring verification,sacred_place,"u,koti for five days. 0 excellent Brihmar:ias, shall obtain the merit of a horse- sacrifice, etc. Sr...",Part 8,Page 361,4.0,S
Srikf,5,0.8,Name/epithet requiring verification,divine_epithet,"e wholesome and beneficial word Srl/cnfla in Kali Age. 56. On hearing a man repeatedly uttering ""Sri...",Part 6,Page 272,4.0,S
Srikar,5,0.8,Name/epithet requiring verification,divine_epithet,"ey again came to the top of Kailisa, to the vicinity of Siva. The Devas said: 33. _ 0 great Lord Sri...",Part 9,Page 32,4.0,S
Svcta,5,0.8,Name/epithet requiring verification,divine_epithet,both. Resorting to Yoga Nidra (Yogic Slumber) the Lord Puru~ottama lies down on his couch in the Svc...,Part 5,Page 143,4.0,S
Svapnesvari,5,0.8,Name/epithet requiring verification,divine_epithet,"21 Susila 125 Su~kesvara Linga 433 Su,kodari, Goddess 189 Svalina 416 Svapnesvara Linga 212 Svapnesv...",Part 11,Page 480,4.0,S
Suvari,5,0.8,Name/epithet requiring verification,divine_epithet,"en a spot measuring a cubit in length is considered a holy spot, 0 king. After taking holy bath in S...",Part 15,Page 25,4.0,S
Suva,5,0.8,Name/epithet requiring verification,divine_epithet,the abode of the Lord who has salva- tion as his asset (i. e. the besto~er of salvation). 8. This Su...,Part 4,Page 196,4.0,S
Suresa,5,0.8,Name/epithet requiring verification,proper_noun,sands of Paulomas (attendants and followers). They worshipped him in the same way as Devas worship S...,Part 13,Page 242,4.0,S
Supari,5,0.8,Name/epithet requiring verification,divine_epithet,ipping with red garlands having sweet-smelling flowers the following Mantra should be recited and Su...,Part 5,Page 151,4.0,S
Sunas,5,0.8,Name/epithet requiring verification,divine_epithet,"a 1101 Surhbha 601, 620 Sumeru 149, 150 Sun 904 Sun-god 149, 150 Sunahsepa 50, 443, 763, 1219 Sunas ...",Part 18,Page 482,4.0,S
Sumantu,5,0.8,Name/epithet requiring verification,divine_epithet,vil state or go to hell. 6. Sre~tha Aditya (Excellent Sun-god) has been installed there by Sage Suma...,Part 11,Page 157,4.0,S
Sulin,5,0.8,Name/epithet requiring verification,divine_epithet,"endants), Kotas and others were born of sweat. Having produced five Kiitas from it, you gave it to S...",Part 9,Page 138,4.0,S
Sukanya,5,0.8,Name/epithet requiring verification,divine_epithet,"the splendour of someone born of divine womb, do not waste your youth thus."" On being told thus, Suk...",Part 13,Page 113,4.0,S
