Name/Word,Frequency,Confidence_Score,Script Type,Found Form,Language,Monier Williams Meaning,Etymology,Page#,Part#,Context/Line#,Proper Noun/Epithet/Place,Notes
Senlpati,2,0.6,roman,Senlpati,Mixed,Name/epithet requiring verification,Unknown,Page 317,Part 1,"77 Sauri!Jtra 50 Sivitri 223, 22S Siyujya l 00, 276, 285-286 Semen ( of Brahma) 229 Sena. 243 Senlpati 243, 246 Se~ 62-63, 195-196, 290, 300 Se'3,-Myin 197 Seven Sages 207 Sexual agitation (of Brahm",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Seo,2,0.6,roman,Seo,Mixed,Name/epithet requiring verification,Unknown,Page 99,Part 3,"world (Pralaya). Ho played an important advisory role to Plo4avas by narrating old Jeaends etc. (Seo Mbh, Yana, Chs. 188-191, also Sdnti and Anulasano ParvtU). 2. The chief of the attendants of Siva-",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sepali,2,0.6,roman,Sepali,Mixed,Name/epithet requiring verification,Unknown,Page 228,Part 9,"III.ii.39.59-71 219 Bhattiriki and the second one is Sepali. Listen to them (the characteristics of those born of this family), 0 excellent one among sages.",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sepiiyi,2,0.6,roman,Sepiiyi,Mixed,Name/epithet requiring verification,Unknown,Page 269,Part 12,"dhira (pouring the current of wealth), Nidrilu (sleepy), Panna1isana (devourer of serpents), 146. Sepiiyi (lying on Se~),Jalesiyi (lying in water), Vyisa, Downloaded from https://www.holybooks.com",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Septe,2,0.6,roman,Septe,Mixed,Name/epithet requiring verification,Unknown,Page 156,Part 1,"rt and care, in accordance with the injunctions mentioned. 13. In the month of Bhadrapada (August-Septe111ber), 0 gentle lady, on the Dasami (tenth) day. be pure (in body and mind) with self-restraint...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Seratha,2,0.6,roman,Seratha,Mixed,Name/epithet requiring verification,Unknown,Page 226,Part 9,"of their own (origina]) native places. 25-33. They are* Sitipura, Srik~etra, Magoqi, Jyethaloja, Seratha, Chede, Tili, Vanoqi, Govyandali, Ka1_1tico~ali, Koheca, Candana, Tha]agrama, Soha, Hithaiija, ...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Serathi,2,0.6,roman,Serathi,Mixed,Name/epithet requiring verification,Unknown,Page 229,Part 9,"ngaged in the pious ·activity of making gifts. Thus (ends) the fifth Sthina. 72-75. Those born in Serathi villages have two Paravaras- Ku!a and Bhiradvija. There are two deities. Vi§vimitra, Devarita,...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Serinppatam,2,0.6,roman,Serinppatam,Mixed,Name/epithet requiring verification,Unknown,Page 145,Part 4,", 0 sage., be pleased with our husband. One offence should be pardoned by the sages, the seers 1. Serinppatam on Kivcri in Mysore. Downloaded from https://www.holybooks.com",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Serni,2,0.6,roman,Serni,Mixed,Name/epithet requiring verification,Unknown,Page 33,Part 19,"Sarasvati, the confluence of Ganga and the ocean, and the splendid Varar:iasi. 94. Ardha Tirtha (Serni-Tirtha), Ganga Dvara, the Maha Tirtha, is a place of (plenty of) snow and the auspicious Mayapuri",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Serpe,2,0.6,roman,Serpe,Mixed,Name/epithet requiring verification,Unknown,Page 339,Part 13,"328 Serpe.111cuned 55 ~ 95 ,exwithothermen'swka 244 Siddhdvara 55, 5'1, 20'1 Slcldhioftheaword 56 Suhhe",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Serpenu,2,0.6,roman,Serpenu,Mixed,Name/epithet requiring verification,Unknown,Page 141,Part 13,the form - of the great Sakti. Then you were eulogized by the Devas along with Kinnaras and great Serpenu. The different kinds of Gai:ias began to circumambulate you. Others prostrated before you and ...,proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sesade,2,0.6,roman,Sesade,Mixed,Name/epithet requiring verification,Unknown,Page 416,Part 9,"ika, 132 Pravaras of MahibaJi, 131 PrJ.varas of Paksini, 132 Pravaras of Sih~i. 132 Pravaras of Sesade-vi. 132 Prayiga, 184 pres1dmg deny of the holy place Dharmiral)ya, 171 pnde, 33 procedure of S",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sesbania,2,0.6,roman,Sesbania,Mixed,Name/epithet requiring verification,Unknown,Page 234,Part 6,"nd AtimuktakA (all va- rieties of Jasmine), PA!ala (Trumpet flower), Karavlra (Oleander). JayantI (Sesbania aegyptiace), VijayA (a variety of the fonner) ( Tenninalia chebula), Kubjaka Stabaka (Traps ...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Setidri,2,0.6,roman,Setidri,Mixed,Name/epithet requiring verification,Unknown,Page 59,Part 4,Bala) Rima. Thereafter he went to the forest abounding in herds of elephants. Gradually he came to Setidri and saw the spring and the mountain-torrent. 22-26a. Having reached near it he went to giva w...,sacred_place,"Pattern: se, Important: False, Confidence: 0.6"
Sett,2,0.6,roman,Sett,Mixed,Name/epithet requiring verification,Unknown,Page 25,Part 2,"has gifted the same. 93. Among all these, settling Brahmal}.as (in a good place) is the greatest. Sett]ing deities also is an act of Dharma, because it has that as its root. 94. The share of the ances",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Setubandhana,2,0.6,roman,Setubandhana,Mixed,Name/epithet requiring verification,Unknown,Page 64,Part 8,"t in Setumiila and Cakratinha. After performing the requisite rite of Samlcalpa they should go to Setubandhana. 63. 0 Brihma9as, the holy bath in Devipura, Darbhajayyi and the auspicious Cakratirtha i...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Setumahatmva,2,0.6,roman,Setumahatmva,Mixed,Name/epithet requiring verification,Unknown,Page 380,Part 8,"342 Ohauka, 360 Ohosavati, 38, 41 Ohnici turned into a demoness, 261 gift of food, 138 gaft of Setumahatmva, 364 gifts 1n Rimasetu, 352 gifts to undeserving rec1p1ents, 356 garl of eight years, 334, 3...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Setumidbava,2,0.6,roman,Setumidbava,Mixed,Name/epithet requiring verification,Unknown,Page 351,Part 8,"guardians of the worlds too stay here with great joy. Hence, I will also stay here under the name Setumidbava for the purpose of protecting the Selll and to suppressing all troubles, for the purpose o...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Setumidha,2,0.6,roman,Setumidha,Mixed,Name/epithet requiring verification,Unknown,Page 345,Part 8,"ning to the abode, he saw a certain girl of eight I. This legend is introduced here to explain why Setumidha¥a (ViftJU on the Setu) came lo be installed in thi~ place specially holy for $iva. Download...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Setumiihatmya,2,0.6,roman,Setumiihatmya,Mixed,Name/epithet requiring verification,Unknown,Page 376,Part 8,"asures here and salvation in the end, on the listeners and the expounder. This extremely splendid Setumiihatmya has issued forth from the lotus-like mouth of Dvaipayana. Accompanied by all his younger...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Setumila,2,0.6,roman,Setumila,Mixed,Name/epithet requiring verification,Unknown,Page 63,Part 8,f Darbba-1rus to pcopitiate the Sea-1od is to the west of Setumiila and DevipaflAl)a to the eut of Setumila. Hence hoth the places are known as Setumiila. Downloaded from https://www.holybooks.com,proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Setumlla,2,0.6,roman,Setumlla,Mixed,Name/epithet requiring verification,Unknown,Page 29,Part 8,aliu Cakradrlba ii at Devipallllm (l)eYipapla. in dae Text) or near Phullasrama. It is re1arded u Setumlla. The place of a ... •• S.1yi1ralta a1aia1t the Sea-1od is near here and ia called Darblta•N.Y...,proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sevaka,2,0.6,roman,Sevaka,Mixed,Name/epithet requiring verification,Unknown,Page 271,Part 12,"do disservice), Sarvasiddhiphalaprada (bestower of the fruit in the form of all Siddhis), 161. Sevaka (servant), Samadani (making use of the means of Sama i.e. peaceful overtures) and Dana (giving gif",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sevana,2,0.6,roman,Sevana,Mixed,Name/epithet requiring verification,Unknown,Page 300,Part 6,"tion, it is considered to be Nirgul}a. 29. In regard to the dialogue of Pan""""Jc,it (and ~uka) the Sevana (serving i.e. listening to) is glorified as Nirgul}a. The fact that there is a mention of seven...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Seveni,2,0.6,roman,Seveni,Mixed,Name/epithet requiring verification,Unknown,Page 91,Part 10,"venth lunar day and a meritorious holy rite is performed, then that will be enjoyed here itself. Seveni, na,u,r of 1M Sun ptl To be &p,t,1114 anti Argh,a offer,tl- 17. (1) Hamsa (the pure Sattva), (2)",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
SEVENTYl,2,0.6,roman,SEVENTYl,Mixed,Name/epithet requiring verification,Unknown,Page 288,Part 19,"ourth lunar day) as much as the devotion allows. Gar.1adhipa beromes plt""asf'd with him. CHAPTER SEVENTYl""HREE Greatness of Kumaresvara 1-3. Thereafter, a pilgrim should go to the <·xccllent shrint· o...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
SEVENTYrWO,2,0.6,roman,SEVENTYrWO,Mixed,Name/epithet requiring verification,Unknown,Page 264,Part 20,"it is remembered as Jvilesvara. By visiting it, a man is rid of all the sins. CHAPTER 1WO HUNDRED SEVENTYrWO Greatness of Tripura-Liliga-Traya isvara .saitl: 1-2. A pilgrim should visit the three Ling...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sevi,2,0.6,roman,Sevi,Mixed,Name/epithet requiring verification,Unknown,Page 413,Part 20,"Bhairava 425 Siyihn1a 512 sea water 180 selling milk 554 selling of the Vedas 552 se,a 1590 Sevi 5!15 seven type• of purity 51!1 lhavin1 off 181 Sibi 556 licldy cow 540 Siddhalaqmi 400 Siddh",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sevirdata,2,0.6,roman,Sevirdata,Mixed,Name/epithet requiring verification,Unknown,Page 143,Part 9,"avedi, Kiliyi, Tili, Veliyi, Pirhvalai,4iyi, Mii4i, Pitiili, Dhigamagha, Bhiitapidavidi, Hophoyi, Sevirdata, Vapira, Vathira, Sidhaki and Bahudhiyi. 19. After marrying the daughter of the maternal unc...",divine_relation,"Pattern: se, Important: False, Confidence: 0.6"
Sevm,2,0.6,roman,Sevm,Mixed,Name/epithet requiring verification,Unknown,Page 63,Part 10,"e good and to Sudras devoted to Brihma.J)as, a Brihmai,.a becomes rid of sins. CHAPTER SEVEN Thi Sevm Hot, Cities Agastya said: 1. There was a certain Brihmai,.a, the most excellent of all Brihm;ioa",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sevrn,2,0.6,roman,Sevrn,Mixed,Name/epithet requiring verification,Unknown,Page 87,Part 12,"Brahmal)a) was lost and Vedas, Smrtis, Gotra etc. all were forgotten. On a certain occasion, the Sevrn Sages of great holy vows canu: that way in thca course of their pilgrimage. On seeing them, Agnis",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sevyi,2,0.6,roman,Sevyi,Mixed,Name/epithet requiring verification,Unknown,Page 311,Part 10,"stroys all miseries) 959. Sarva-vyidhi-mahauta4hi (Great medicine eradicating all ailments) 960. Sevyi (Worthy of being served) 961. Siddhi (Supernatural power) 962. Sati (Identical with Diqiyai,i) 9",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sewalik,2,0.6,roman,Sewalik,Mixed,Name/epithet requiring verification,Unknown,Page 42,Part 6,"et is a tributary or Alakanandl. It iM different from lhe Vedic Sara5vatT n'ling in Sirmur hill in Sewalik r1111ge or that near Somanltha (Gujarat) or Harakbaiti in Ea.~, Afgh1111ist11n. (De 180-81) D...",proper_noun,"Pattern: se, Important: False, Confidence: 0.6"
Sfidra,2,0.6,roman,Sfidra,Mixed,Name/epithet requiring verification,Unknown,Page 293,Part 9,"pitiably helpless boy is lying on the bare ground. Is this a Cir,<Jila-born child? One born of a Sfidra? Of a Vai§ya? Is he the son of a Brihmar,a? Or of a king? How is this to be known about the chil...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
SfJ,2,0.6,roman,SfJ,Mixed,Name/epithet requiring verification,Unknown,Page 391,Part 18,"1162 Skand<l Pur<iTJ,tl CHAPTER TWO HUNDRED SEVENTYONE Creation of Seven Lirigas SfJ.tfJ, said: l-6. There is another very mentorious set of seven Lin.gas there. By visiting, honouri",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Shahabad,2,0.6,roman,Shahabad,Mixed,Name/epithet requiring verification,Unknown,Page 338,Part 2,"a part of Matsyadesa (IHQ 26.3 p. 226). 7. The ancient Magadha comprised modern Patna, Gaya, and Shahabad districts of Bihar. 8. PAngudesa-unidentified. 9. Varendu is Varendra-The Malda-Rajashahi-Bogr...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Shamelessness,2,0.6,roman,Shamelessness,Mixed,Name/epithet requiring verification,Unknown,Page 113,Part 2,"rsed by the ancestors of Jamadagni. He said to the sage: 65. ""Alas! Fie upon you both ! Fie! Fie! Shamelessness is seen in men who commit sins. 66. How do they commit sins-those mean men who have to e...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Shand,2,0.6,roman,Shand,Mixed,Name/epithet requiring verification,Unknown,Page 247,Part 19,"236 Shand.a Pura,:ta 22. They conducted diverse kinds of discourses mostly in mythology and old legends. Af",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sheriff,2,0.6,roman,Sheriff,Mixed,Name/epithet requiring verification,Unknown,Page 539,Part 10,"y su1tra 152 Dau;u)aclhara 548 Dar,~ya 290 Dar,4aniyaka, !69 Dar,4aploi 548 Dar,daplni as the Sheriff' of IWi 556 Dantavaktra 79 Dardura 11 DaWvamedhika nnha 566 Dattitreyeivara 565 dead husband,",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Shima,2,0.6,roman,Shima,Mixed,Name/epithet requiring verification,Unknown,Page 146,Part 8,"ing told thus with great enthusiasm the younger brothers of Dharmaputra, the chief among ~horn was Shima. became delighted. In order to conquer the kings, Pa1:u:Javas started from the city and went in...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
Shrme,2,0.6,roman,Shrme,Mixed,Name/epithet requiring verification,Unknown,Page 481,Part 18,"ara 905 Snana 1022 Snatakas 2 Soma 344, 610, 1080 Somanatha 259, 554, 989 Somapana 843 Soma's Shrme 344 Somesvara 259, 849 Sons of daugh tcrs 968 Son of Devaki 4 71 Son of Dharmara1a 579 Son of",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Shunned,2,0.6,roman,Shunned,Mixed,Name/epithet requiring verification,Unknown,Page 47,Part 15,"trong in women. Espe- cially during menses, they arc afflicted all the more by the arrows of Kama. Shunned or neglected by their husbands, women naturally think about paramours. A son horn of such a w...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Sibhramati,2,0.6,roman,Sibhramati,Mixed,Name/epithet requiring verification,Unknown,Page 309,Part 17,"he Plakfa tree. 14. The second current that had flowed out of his s.tbl,nn,u, (fury) became river Sibhramati (Sabaramati) on the earth. 15. Thus Saras'\lati attained her normal state once agtain. 0 hi...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
Siddbas,2,0.6,roman,Siddbas,Mixed,Name/epithet requiring verification,Unknown,Page 17,Part 3,I.iii (P).2.60--I.iii (P).3.4 13 60. Siddbas leave off their own respective worlds and leading Suras abandon the Meru mountain and stay there (,sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
Siddhahood,2,0.6,roman,Siddhahood,Mixed,Name/epithet requiring verification,Unknown,Page 207,Part 6,ins like a leaf of lotus that is not touched by water. Devahood has been attained by some men and Siddhahood by some. . 1. This chapter i1 111 important cvicleac:e to sllow that dris MWlmya is an incl...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siddhakiipa,2,0.6,roman,Siddhakiipa,Mixed,Name/epithet requiring verification,Unknown,Page 598,Part 2,"Index Seafny• 118 Serpent 141 ~a 119,221 She-ass, sexual intcn:oursc with a 473 ~ibi 17, 547 Siddhakiipa 297,298 Siddhalinga 453 Siddhirilbiki 298, 445, 529, 535 Siddhas 115,497 Siddhas, seven 298 Si",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siddhanta,2,0.6,roman,Siddhanta,Mixed,Name/epithet requiring verification,Unknown,Page 72,Part 19,"n- tioned in all the scriptural texts and Agamas. 18-19. So also (is said) espel-ially in (Saiva) Siddhanta, Agamas, Upanifads and the Darsanas (systems of philQsophy). In all these, Hari is not diffe...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siddhasthina,2,0.6,roman,Siddhasthina,Mixed,Name/epithet requiring verification,Unknown,Page 369,Part 7,"358 Siddhasthina, 206 sight of Garu4a, 182 Sili, 207 Sitikui,4a. 173,174,191,207,208 Sitali, 204, 221 Skanda, 1",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siddhava,2,0.6,roman,Siddhava,Mixed,Name/epithet requiring verification,Unknown,Page 228,Part 19,"ied by all the groups of Devas. 56. There, in front of Va1,svara is the Tirtha of Pitamaha named Siddhava1a. It destroys all sins. 57. Thrice every day, Rudra arrives there and stays. It is the holy s...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siddhavapi,2,0.6,roman,Siddhavapi,Mixed,Name/epithet requiring verification,Unknown,Page 479,Part 11,"even days, meal once in 98 S1tldhc1hrada 199 Siddhakunda 433 S1ddhakupa 426 Siddhalak~mi 209 Siddhavapi 426 Siddhesvara 180, 426, 433 Siddhesvaripitha 293 Siddhis 390 S1ddhisa 432 Siddhisvar..t",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siddhe,2,0.6,roman,Siddhe,Mixed,Name/epithet requiring verification,Unknown,Page 598,Part 2,"has 115,497 Siddhas, seven 298 Siddhuaras 298 Siddhucna 544 Siddhavata 298 Siddhaviniyaka 298 Siddhe§a 3 Siddbe§vara 2, 296, 298 Siddheya 298,534 Siddheya-~tridhipati 298 Siddhis, eight Yogic 501",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siddhinatha,2,0.6,roman,Siddhinatha,Mixed,Name/epithet requiring verification,Unknown,Page 312,Part 19,"oddess. I shall tell you the secret that is destructive of sins. Somamitha is at the beginning and Siddhinatha is the cause. 1. From this chapter to the end of Chapter 97, the eleven Lingas enumer- at...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siddni,2,0.6,roman,Siddni,Mixed,Name/epithet requiring verification,Unknown,Page 288,Part 1,Dhrti 9. Sola ! o. Ga1:u;ta l I. Vrddhi 12. Dhruva 13. Vyaghata 14. Har~aQ.a 15. Vajra 16. Siddni 17. Vyatipata 18. Variyas 19. Parigha 20. Siva 21. Siddha 22. Sadhya 23. Subha 24. Sukla C,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sidhana,2,0.6,roman,Sidhana,Mixed,Name/epithet requiring verification,Unknown,Page 374,Part 7,"Index to Section IX painting of a woman, 308 Paifli, 240 Paiicigni-Sidhana, 306 Pancajana, 262 Pincajanya, 262 Piiicaritra, 330 Para, 319 pirika, 307 Paramaharilsa, 308",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sidhyamrta,2,0.6,roman,Sidhyamrta,Mixed,Name/epithet requiring verification,Unknown,Page 186,Part 8,ted from the bondage of the body. 9. Men of evil deeds who take their holy bath in the waters of Sidhyamrta never fall into Narakas that are terrible due to manifold distress. I. If what i~ presently ...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sidtlhi,2,0.6,roman,Sidtlhi,Mixed,Name/epithet requiring verification,Unknown,Page 497,Part 10,"sky') and another one offered the power of being invisible. 16. One of them offered the AA:ar#,i Sidtlhi (' the power to drag to oneself woman or man desired); another offered Ucca1ana (upsetting and ...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sighraga,2,0.6,roman,Sighraga,Mixed,Name/epithet requiring verification,Unknown,Page 196,Part 20,"ihmar:ias, he used to run away. He never gave anyone anything. Hence this fellow is remembered as Sighraga. Downloaded from https://www.holybooks.com",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siilapil,2,0.6,roman,Siilapil,Mixed,Name/epithet requiring verification,Unknown,Page 344,Part 10,", Pinikin, Ugra, Sankara, Srika9tha, Nilaka\l~a. isa, Smariri, Pirvatipati, Kapilin, Bhilanayana, Siilapil}.i, Maheivara, Ajinilhbara, Digvisas, Svardhuniklinnamaulija, Viriipikta, Ahinepathya. Thus h...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siimans,2,0.6,roman,Siimans,Mixed,Name/epithet requiring verification,Unknown,Page 61,Part 2,"eet of the BrahmaJJ.as. At that time, I heard the words of some guest. 53. Jt had the s01.tnd of Siimans; it had the third note (i.e. Giindhara or the third accent, Svarita). It was very pleasing to t...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siinkrti,2,0.6,roman,Siinkrti,Mixed,Name/epithet requiring verification,Unknown,Page 229,Part 18,"est you: 38. Of course, 0 exceJlent sage, I am not able to nullify (make false) your statement. Siinkrti said: 39. This Daitya is an extremely wicked soul. He has estab- lished himself contrary to the...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siinli,2,0.6,roman,Siinli,Mixed,Name/epithet requiring verification,Unknown,Page 64,Part 2,"ess in action with thoughtfulness (Vimrs.va- kiiritva,. 2. The episode of Cirakari appears in Mbh, Siinli 266 .3-78. Our text (SkP) adopts about 85 lines or so from Mbh and adds a few different lines ...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siintika,2,0.6,roman,Siintika,Mixed,Name/epithet requiring verification,Unknown,Page 354,Part 19,"people is remembered as Mllhipii.la because they sustain the earth by means of the rites such as Siintika (conducive to tranquality) etc. with destruction, nour- ishment and enmity as the objective. 5...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siirpai,2,0.6,roman,Siirpai,Mixed,Name/epithet requiring verification,Unknown,Page 166,Part 9,"24. He stayed in Paiicavati till half of the thirteenth year elapsed It was then that the demoness Siirpai,akhi was rendered deformed, while he was wandering about in the forest in the com- pany of th...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siistras,2,0.6,roman,Siistras,Mixed,Name/epithet requiring verification,Unknown,Page 121,Part 1,"he sacrifices Viijapeya, Atiriitra,Jyoti~/oma, Riijasuya, Horse-sacrifice etc. as mentioned in the Siistras-all these have been perforn1cd by me. The earth has been adorned all round with sacrificial ...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siitt,2,0.6,roman,Siitt,Mixed,Name/epithet requiring verification,Unknown,Page 348,Part 2,tay in the middle and those of Tomasa nature go down.1 By taking in Sattvika food and by means of Siitt;ika activities and conduct one shall go to heaven. 76. Not that we enviously grumble that Siva i...,proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siiupila,2,0.6,roman,Siiupila,Mixed,Name/epithet requiring verification,Unknown,Page 413,Part 20,"400 Siddheivara !18, 87, 255, 476, 616, 670 s11hrap 557 silence 520 Sindhu 22 sinful act 559 Siiupila 121 si,ya 515 Sitaligauri 40!1 Sivadharma 6 Siva Purioa 6 size of the Ph:.uJas 52!1 Skanda 6",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sikhara,2,0.6,roman,Sikhara,Mixed,Name/epithet requiring verification,Unknown,Page 314,Part 11,"errible ocean of worldly existence. There is a great foot of Mountain Vindhya here named Kadarhba Sikhara. 51-52. There was a king named Durdama, son of Dama. After the death of his father, he became ...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
Sikhin,2,0.6,roman,Sikhin,Mixed,Name/epithet requiring verification,Unknown,Page 370,Part 16,"n stuff. The truth_ has been told by me. 56. On hearing it the Four-faced One said to &kra ""What Sikhin (Fire) says in cogent? Why don't you send down rain?• SalnJ said: 57. 0 Pitimaha~ Santanu has be...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sikhini,2,0.6,roman,Sikhini,Mixed,Name/epithet requiring verification,Unknown,Page 365,Part 7,"ourse with a CinC,iila woman, 60 sharbat, 24 shelter, 6, 8 shelter to wayfarers, 24 Sibi, 131 Sikhini, 70 six faces, a smgle body wnh, 40 sleeping dunng day-time, 11 sleeping on a cot, 11 Smara, 32",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Siladesa,2,0.6,roman,Siladesa,Mixed,Name/epithet requiring verification,Unknown,Page 479,Part 11,"2 Siddhisvar..t Lui.ga 421 Siddhivinayaka 53, 208, 415 Siddhya~Jakesvara 180 S1khi Candi 210 Siladesa 416 Simavinayaka 108 Simhatunda 55 Sisu C.and~ayai,a 403 Sivaduri 206 S1vagaya 126 Sivesa",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Silas,2,0.6,roman,Silas,Mixed,Name/epithet requiring verification,Unknown,Page 38,Part 4,"kolas (Alangium Hexapetalum), Carilpakas, Bakulas (Mimu- sops Elengi), Amalakas (Emblic Myrobalan), Silas (a variety of resin producing tree), Talas (Palms), Hintilas, Padmakas (Cerasus Puddum), Jarhb...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Silcta,2,0.6,roman,Silcta,Mixed,Name/epithet requiring verification,Unknown,Page 172,Part 16,"l have a profitable affection of the people. 14. 0 Brihma9as, if a man seeking wealth repeats Sri Silcta there, riches will move unto him from all directions. 15. If a devotee performs the Japa of the...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Silliness,2,0.6,roman,Silliness,Mixed,Name/epithet requiring verification,Unknown,Page 398,Part 9,"uman beings the two daughters of Avidya (Ignorance), viz. Asraddha (Lack of faith) and Durmedhii (Silliness) intended to be the opponents of Sraddhil (Faith) and Medha (Intellect). 48. Deluded by thos...",divine_relation,"Pattern: sa, Important: False, Confidence: 0.6"
Silpin,2,0.6,roman,Silpin,Mixed,Name/epithet requiring verification,Unknown,Page 481,Part 18,"i 512 S1ddhi-Paclukas 813 Sight of Tulasi 1062 Sight of V1,nu 323 Salikham;ta 554 Silence 781 Silpin 1042 Silver 967 Sirithavaktra 1088 S1mhika 904 Sin 251, 1199 Sindhu 540, 923 Smdhumalhiri 107",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Simantonnayana,2,0.6,roman,Simantonnayana,Mixed,Name/epithet requiring verification,Unknown,Page 155,Part 20,"hi Sratltlha. 48. The Sratldha performed at the time of Ni11ka (impreg- nation). Soma extraction, Simantonnayana and Puriuavana as a part of these rites is called Kann.anga Sraddha. 49-51. The Sriddha...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Simap,2,0.6,roman,Simap,Mixed,Name/epithet requiring verification,Unknown,Page 338,Part 13,"- 242 &kra 75, 146, 218, 509 ~altti 295 &kti cunes Kalmifapida 295, 97 Simap(aBrihmai;ia) 156 Simap killed 156 &mbara 261 Sambarasudana -i5 Salbjili 180, ]98 Sarhjni in the form of a mare 199 Sa",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
Sinduratilaka,2,0.6,roman,Sinduratilaka,Mixed,Name/epithet requiring verification,Unknown,Page 90,Part 18,"hmai:ias are to be given monetary gifts and fed in accor- dance with one'& capacity. 13. When the Sinduratilaka is applied in the presence of Brahma according to the utterance of the Brahma1,1as, the ...",sacred_place,"Pattern: sa, Important: False, Confidence: 0.6"
Siranga,2,0.6,roman,Siranga,Mixed,Name/epithet requiring verification,Unknown,Page 360,Part 17,": 15. These six are my preceptors: Pingali (a queen), a Kurara (sparrow-like) bird, a serpent, a Siranga (black bee) in the forest, an arrow-maker and a virgin.1 16. I acquired wisdom by observing the...",proper_noun,"Pattern: sa, Important: False, Confidence: 0.6"
